idx,aq1_1,aq1_2,aq2_1,aq2_2,aq3_1,aq3_2,aq4_1,aq4_2,aq5_1,aq5_2,aq6_1,aq6_2,aq7_1,aq7_2,aq8_1,aq8_2,aq9_1,aq9_2,aq10_1,aq10_2,aq11_1,aq11_2,aq12_1,aq12_2,aq13_1,aq13_2,aq14_1,aq14_2,aq15_1,aq15_2,aq16_1,aq16_2,aq17_1,aq17_2,aq18_1,aq18_2,aq19_1,aq19_2,aq20_1,aq20_2,aq21_1,aq21_2,aq22_1,aq22_2,aq23_1,aq23_2,aq24_1,aq24_2,aq25_1,aq25_2,aq26_1,aq26_2,aq27_1,aq27_2,aq28_1,aq28_2,aq29_1,aq29_2,aq30_1,aq30_2,aq31_1,aq31_2,aq32_1,aq32_2,aq33_1,aq33_2,aq34_1,aq34_2,aq35_1,aq35_2,aq36_1,aq36_2,aq37_1,aq37_2,aq38_1,aq38_2,aq39_1,aq39_2,aq40_1,aq40_2,aq41_1,aq41_2,bq1,bq2,bq3,bq4,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15_1,bq15_2,bq15_3,bq16,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq19,bq20,bq21,bq22,bq23,bq24_1,bq24_2,bq24_3,bq24_4,bq24_5,bq24_6,bq24_7,bq24_8,bq25,bq26,bq27,bq28,bq29,bq35,bq36,bq37,bq38,bq39_1,bq39_2,bq40,bq41_1,bq41_2,bq41_3,knowcode,text_response,major
36,5,6,4,6,5,6,4,5,4,6,4,6,3,5,3,5,4,6,4,5,2,4,2,4,3,5,2,4,4,6,2,3,1,0,1,0,2,3,2,4,1,0,3,5,2,4,3,5,4,5,3,5,3,5,3,5,2,4,2,4,2,4,1,0,2,3,3,4,4,5,2,4,3,5,3,4,3,5,1,0,1,0,15,2,3,2,2,0,5,6,4,4,4,4,5,4,3,4,4,4,4,4,4,2,4,4,3,4,2,3,2,4,3,3,2,3,2,3,1,5,2,2,1,1,2,2,2,2,4,4,4,4,4,4,1,43,6,1,1,1,5100,0,2800,23403,부분 선생님 컴퓨터 없다 없다 없다,고고학
37,2,2,3,4,3,3,2,2,2,3,2,3,1,0,1,0,1,0,3,4,3,3,3,3,3,4,2,2,1,0,4,5,3,3,1,0,1,0,3,3,1,0,1,0,1,0,1,0,1,0,3,4,2,2,3,4,2,2,1,0,2,2,3,4,3,4,3,4,1,0,1,0,1,0,2,3,1,0,1,0,1,0,13,1,2,2,2,0,7,2,2,2,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,4,2,2,3,2,2,4,2,3,3,5,2,2,1,1,2,2,2,2,4,5,3,3,3,4,1,33,4,1,1,1,3200,0,2500,901501,자연 추구 없다 괭이 린치 없다 없다 없다,조경학
38,2,3,3,4,2,3,4,4,2,3,2,3,2,4,1,0,1,0,2,3,2,3,2,3,3,4,2,3,2,3,4,5,3,4,3,4,1,0,3,4,2,3,3,3,1,0,2,4,2,2,3,4,2,3,3,4,2,3,2,3,2,3,2,3,2,3,3,3,2,3,2,2,2,2,2,3,1,0,1,0,3,4,1,1,1,2,2,0,2,1,2,2,2,3,2,2,2,2,3,4,3,3,2,3,3,3,2,3,4,3,2,3,3,3,3,1,2,3,4,20,2,2,1,2,2,2,1,2,3,3,3,2,2,3,2,53,1,1,1,1,2800,0,2400,902101,기계 정부 담당 직업 대한 수요 감소 없다 손수레 트럭 사육 프로그램 전업 주부 없다 없다,0
39,2,4,3,4,3,4,4,5,4,6,4,5,1,0,1,0,1,0,3,4,3,5,3,3,3,4,3,5,3,4,3,4,3,4,3,5,1,0,2,3,4,5,2,2,1,0,1,0,2,3,1,0,4,6,4,5,2,3,4,5,3,4,4,5,1,0,1,0,1,0,1,0,1,0,3,3,2,3,1,0,3,4,19,4,1,2,2,0,5,1,3,4,3,4,4,3,3,0,0,0,3,2,2,2,4,3,2,3,2,2,3,3,3,2,2,1,4,1,2,60,2,2,2,2,2,2,2,2,2,3,2,3,2,3,1,65,2,2,6,0,0,5000,0,863201,정부 외국 작업 기계화 선호 사람 없다 바늘 가위 재봉틀 다리미 없다 없다 없다,정보
40,3,3,3,3,3,3,1,0,3,4,3,3,3,4,3,3,3,4,2,4,2,2,3,3,3,3,3,2,2,2,3,3,4,4,3,4,1,0,2,2,3,5,3,5,1,0,3,5,3,4,3,3,4,5,3,4,1,0,4,5,3,4,4,5,3,4,3,4,3,4,2,3,1,0,2,4,1,0,2,2,3,4,19,1,3,2,2,0,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,2,2,2,6,25,2,2,1,2,2,2,2,2,3,3,4,4,2,4,1,35,3,1,1,1,3500,0,2500,885101,인터넷 통한 악기 구입 수리 정보 접근성 증가 엔지니어 튜너 드라이버 스패너 없다 수리업무에 대해선 어떤분야나 다가능 없다,전자공학
41,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,5,1,0,1,0,1,0,4,6,4,6,2,4,1,0,2,4,1,0,2,5,1,0,1,0,1,0,1,0,1,0,2,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,4,1,2,2,0,7,1,3,2,1,4,3,3,4,0,0,0,3,3,3,2,4,2,1,3,3,2,1,3,3,2,3,2,1,2,6,20,2,2,2,2,2,2,2,2,4,4,3,2,1,3,1,72,1,2,6,0,0,5000,0,901201,기피 농부 경운기 농업 벼농사 없다,0
42,2,3,2,3,2,2,3,4,2,3,2,3,2,2,2,2,2,3,3,4,2,2,3,4,2,2,2,3,4,5,4,5,2,3,2,3,2,2,3,4,4,5,3,4,2,3,2,3,2,2,3,4,2,2,4,5,3,4,2,3,2,2,3,4,2,2,4,5,3,4,2,4,2,3,2,2,3,3,3,4,2,3,9,1,2,1,1,5,6,4,4,4,3,3,3,3,4,4,3,4,4,3,3,2,3,3,3,2,2,2,1,2,2,2,2,4,2,4,3,10,2,2,2,1,2,2,2,2,3,3,3,3,2,2,1,32,3,1,1,1,3000,0,2000,531401,양식조리사 식단계획표작성 청결도 교육 외식산업 증가 때문 주방장 도마 위생 뷔페 주방장 없다 없다,식품영양학
43,2,2,4,5,2,3,2,2,4,5,5,6,2,2,4,5,3,3,2,2,2,2,4,5,2,2,4,5,1,0,4,5,3,4,4,5,2,2,4,5,3,4,2,3,3,3,4,5,4,5,3,3,1,0,4,5,3,4,5,6,1,0,4,5,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,3,4,3,1,2,2,1,5,5,1,2,2,2,3,3,3,4,0,0,0,4,3,2,3,2,2,3,3,3,4,4,3,3,3,3,3,3,3,1,10,2,2,2,2,2,2,2,2,3,3,3,2,3,3,1,57,1,1,1,1,3900,0,2500,822301,숙련공 밑에서 배우기 금속 제품 업무 숙련 요구 작업 기사 전동 드라이버 스패너 벤치 없다 없다 없다,0
44,4,5,3,3,4,5,4,5,1,0,1,0,4,5,4,5,3,4,3,4,4,6,3,4,3,4,2,2,3,4,1,0,2,2,4,5,1,0,4,6,3,4,1,0,1,0,4,5,4,3,3,3,2,2,3,4,2,3,1,0,1,0,4,5,3,4,2,2,3,3,3,4,2,4,3,4,1,0,1,0,3,4,19,1,1,1,1,5,4,2,3,2,2,4,4,2,3,4,3,3,3,3,3,2,3,2,3,2,1,2,2,1,2,1,2,3,2,3,5,5,2,2,1,2,1,1,2,1,3,3,4,2,2,3,2,50,2,1,3,1,2500,0,2000,511301,미용사 기초적인 피부상태 교육 대한 관심 때문 없다 없다 없다 없다,상업고
45,5,3,3,6,5,5,5,4,3,4,3,4,2,2,2,3,3,4,4,4,2,3,4,5,3,3,5,6,4,5,5,6,3,4,5,5,3,3,4,5,3,4,5,6,4,6,4,4,2,3,5,4,4,5,5,5,4,3,5,5,3,4,5,5,2,2,3,4,3,4,2,2,2,2,3,4,2,2,1,0,2,3,10,1,3,2,1,3,7,2,3,3,2,3,3,3,3,3,4,4,4,2,2,3,2,3,4,3,2,4,5,4,4,3,3,2,4,1,2,70,1,1,1,1,2,1,2,2,4,3,3,2,3,3,1,38,4,1,1,1,3800,0,2600,136002,신호조정교육 자동화 시스템 개발 기사 니퍼 신호 측정기 없다 없다 없다,신문방송학
46,2,2,2,2,2,3,3,4,1,0,1,0,1,0,3,4,1,0,2,3,1,0,4,5,1,0,2,2,2,3,4,6,4,6,4,5,1,0,3,3,1,0,5,5,1,0,4,4,3,3,3,4,1,0,3,4,4,4,3,5,4,4,1,0,3,4,2,3,4,4,3,5,4,4,3,5,1,0,1,0,1,0,3,1,4,2,2,0,1,2,3,2,3,3,2,3,2,3,3,3,3,2,1,4,3,2,3,3,4,4,3,3,2,3,3,2,3,2,2,35,1,2,1,2,2,2,2,2,4,5,2,1,1,1,1,48,3,1,1,1,5300,0,2400,851201,국내 인건비 상승 동남아 공장 이전 점점 없다 무직 모름,화공
47,2,3,3,4,2,3,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,3,4,1,0,1,0,2,2,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,19,1,1,1,2,0,7,2,4,4,3,4,4,4,3,0,5,4,4,4,4,2,3,3,4,1,3,4,4,3,3,2,3,5,3,4,4,25,2,2,1,1,2,2,2,2,4,4,4,4,2,3,2,22,2,1,1,1,1300,0,1300,511501,3급미용사자격증 없다 가정 애완동물 추세 없다 없다 없다 없다,실업계
48,1,0,1,0,1,0,3,3,2,2,3,3,3,3,1,0,1,0,1,0,1,0,3,3,1,0,3,3,2,2,3,3,2,2,3,3,1,0,3,3,3,3,2,3,1,0,2,2,1,0,3,3,2,2,2,2,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,1,0,1,0,1,0,3,1,2,2,2,0,5,2,3,3,3,3,2,2,2,2,3,3,3,2,1,2,2,3,3,3,3,4,3,3,4,4,4,2,4,2,2,35,1,1,1,2,2,2,2,2,3,3,3,3,2,2,1,53,3,1,1,1,4000,0,2500,822301,자동화 기계화 없다 접기 도면 자동차부품 기계조작원 모름 없다,전자공학
49,3,3,4,3,4,6,2,4,4,5,4,4,3,4,5,4,3,4,5,5,3,4,3,4,3,3,3,2,4,3,2,2,3,4,5,3,3,4,1,0,2,4,2,2,3,2,5,5,4,3,2,5,2,3,3,4,4,4,3,4,3,3,4,3,4,3,2,3,3,3,3,2,2,2,3,3,5,4,3,3,2,3,17,1,1,1,1,1,2,2,3,3,2,4,4,2,1,1,2,2,1,2,2,3,3,3,2,2,3,4,4,4,3,4,4,3,2,3,5,20,2,1,2,1,1,2,2,2,4,4,3,4,2,4,2,25,4,1,1,1,1680,0,1560,307501,간호조무사 자격증 보건위생 기계 발전 간호 경우 사람 생각 때문 선생님 접수 프로그램 소프트 소독 도구 자외선 소독기 오토 불소 독기 처치 도구 시저 피부관리사 코디네이터,피부미용
50,4,6,4,6,4,5,3,4,3,4,4,5,4,5,4,5,4,5,3,4,4,5,4,5,4,5,4,5,4,6,4,5,3,4,3,4,4,5,4,6,4,6,4,5,3,4,4,5,4,5,4,5,4,5,3,4,3,4,3,4,4,5,4,5,3,4,4,5,4,6,4,5,4,5,4,5,4,5,3,4,4,5,6,1,2,1,2,0,4,5,5,4,4,4,5,4,4,4,3,4,4,4,3,2,4,4,4,3,4,3,5,4,2,2,2,3,2,3,2,40,1,1,1,1,1,1,1,1,3,4,3,3,3,3,2,26,4,1,1,1,2800,0,2400,415301,시각디자인산업기사 선배 취업 없다 없다 없다 없다,실내디자인학
51,5,6,5,7,5,7,1,0,1,0,4,6,4,5,5,6,5,6,5,7,4,4,5,7,5,5,4,2,5,6,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,5,6,5,7,4,5,5,5,5,5,2,2,5,7,4,5,3,5,4,5,5,3,2,5,4,3,1,0,1,0,2,2,1,0,1,0,11,1,3,1,1,4,6,5,4,5,4,4,5,3,2,2,4,5,4,2,3,1,5,5,4,3,4,3,2,4,2,4,4,2,3,2,4,20,2,1,2,1,2,1,1,1,4,5,5,5,4,4,1,35,4,1,2,1,5000,0,3600,31101,투자자산운용사 재무분석 회계원리 산업분석 MS office 사용법 인공 지능 등장 작업 효율 펀드매니저 운용역 포트폴리오 매니저 투자가 증권 사별 빅스 레이더 퀀티 와이즈 은행원 애닐리스트 사업가 기업의 IR담당자 없다,응용생명화학
52,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,2,3,4,5,4,5,2,3,1,0,2,3,1,0,2,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,1,4,1,2,2,0,5,1,3,2,2,4,3,3,3,0,0,0,3,2,1,2,3,2,1,2,5,3,2,3,3,3,3,3,2,3,1,10,2,2,2,2,2,2,2,2,3,3,3,1,1,2,1,78,1,2,6,0,0,4200,0,901201,누군가 계속 농사 것이므 농부 기계 목수 없다,0
53,3,4,3,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,5,4,5,4,5,3,4,4,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,4,4,5,4,5,4,5,3,3,4,5,4,5,3,4,4,5,4,5,3,4,4,5,4,4,3,4,4,5,19,1,1,1,2,0,7,4,3,2,2,3,3,2,4,5,5,4,4,3,3,3,2,3,3,3,4,3,4,4,4,3,4,2,4,2,4,40,2,1,1,2,2,2,2,2,3,4,3,3,3,3,1,35,4,1,1,1,2900,0,2500,832101,전자산업기사 영업 녹지 사무 용품 배달 업무 여러가지 작업 병행 때문 입직 요하 사람 없다 공구 셋트 없다 없다 없다,기계
54,3,4,3,3,2,3,1,0,2,2,2,2,3,2,1,0,2,2,3,3,2,1,3,3,1,0,2,2,2,1,3,4,2,3,1,0,3,3,1,0,1,0,1,0,1,0,3,3,2,2,2,3,3,3,4,4,4,5,2,2,3,3,2,4,3,3,2,2,3,3,1,0,3,3,2,2,1,0,1,0,1,0,16,5,2,1,2,0,2,2,4,4,4,4,4,3,2,2,4,3,3,3,3,2,4,4,3,3,4,2,3,4,3,2,3,4,2,4,5,10,2,1,2,2,2,2,2,1,4,4,4,3,3,2,2,42,4,1,3,1,2400,0,1600,232101,보육교사자격증 맞벌이 부부 증가 선생님 교제 놀이 도구 없다 어린이집 원장 없다,유아교육
55,3,5,3,4,3,4,3,5,3,4,2,5,3,4,1,0,3,5,3,5,4,5,3,5,3,5,3,4,3,4,3,5,3,5,3,5,3,5,3,5,3,4,3,4,3,5,3,5,3,5,3,3,2,4,3,4,3,4,3,5,3,4,3,4,3,4,3,5,3,5,3,5,2,4,3,5,3,5,2,4,3,4,13,1,1,2,2,0,7,4,4,3,3,4,4,4,3,3,4,4,3,3,3,3,2,2,2,1,2,2,2,3,3,3,3,2,3,2,5,40,1,1,1,1,1,1,2,2,4,3,3,3,2,3,2,26,3,1,1,1,2300,0,1800,415503,인공 지능 기술 발달 영상 작업 대체 없다 에프 펙트 없다 없다 없다,미디어영상
56,2,2,3,5,3,5,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,1,0,1,0,3,5,3,5,3,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,3,5,2,2,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,9,1,1,2,2,0,2,2,4,4,3,3,2,2,4,3,4,4,4,4,4,2,4,4,4,4,3,3,2,2,3,2,2,2,2,3,1,10,1,1,1,2,1,1,2,2,4,4,3,4,2,3,2,50,2,1,1,1,2500,0,2000,532301,근무 환경 조건 없다 앞치마 고무장갑 유통판매원 없다 없다,인문계
57,4,5,4,5,3,5,4,4,4,5,3,5,3,5,4,4,3,5,5,5,1,0,3,4,3,4,3,4,4,4,2,3,2,4,3,4,4,4,3,4,1,0,3,5,3,4,3,4,4,5,4,5,3,5,4,5,3,4,3,5,2,3,3,4,3,4,4,4,1,0,4,4,3,4,2,3,3,4,1,0,4,5,8,4,1,1,2,0,6,5,5,4,4,4,4,4,4,0,0,4,4,5,4,2,4,4,5,3,4,4,4,5,2,3,5,3,2,3,6,10,2,2,2,2,2,2,2,2,4,5,5,5,3,3,1,56,4,2,6,0,0,16000,0,621202,도선사 해기사 소수 특수 직업 일자리 변화 없다 선장 없다 없다,기관학
58,5,6,3,4,5,6,1,0,1,0,3,4,2,3,5,7,5,7,5,6,5,6,2,2,5,6,4,6,5,7,2,2,1,0,1,0,4,6,1,0,3,4,1,0,1,0,5,6,5,7,3,4,4,5,4,5,2,2,4,5,5,7,4,6,4,4,4,6,4,5,4,5,4,5,5,6,5,6,3,4,3,3,15,2,5,2,2,0,7,5,4,5,5,4,4,4,4,0,4,4,4,3,3,2,4,4,4,5,4,4,2,2,4,2,4,3,1,3,1,0,2,2,2,2,2,2,2,2,3,3,2,3,2,3,1,68,5,1,1,1,14000,0,11000,11101,국정 운영 정치인 수첩 볼펜 없다 없다 없다,국제관광
59,3,4,4,4,4,5,1,0,3,6,1,0,3,4,3,4,3,4,4,5,2,3,3,4,3,3,3,5,4,6,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,3,4,4,5,3,4,4,5,3,4,2,2,3,5,4,5,4,5,2,2,2,2,2,2,1,0,2,2,3,4,3,4,1,0,1,0,15,1,6,1,1,4,7,5,5,4,4,2,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,3,4,1,3,1,0,2,2,2,2,2,2,2,2,5,5,4,4,2,2,1,35,4,1,1,1,4000,0,3000,621401,항공관제사 직무관련 해외 여행객 증가 없다 통신 장비 레더 모니터 없다 없다 없다,항공서비스
60,3,4,3,4,3,4,1,0,2,2,1,0,2,3,4,5,3,5,3,4,2,3,3,4,4,5,3,4,4,5,2,1,1,0,1,0,3,5,1,0,1,0,1,0,1,0,3,4,3,5,4,5,3,4,3,4,2,2,2,3,4,4,4,5,2,2,3,4,2,2,3,4,2,2,2,2,3,4,2,2,3,5,7,4,1,2,1,1,7,1,2,3,4,4,3,4,2,0,0,0,2,2,3,2,3,3,3,4,2,3,4,4,3,3,3,2,3,2,3,40,2,2,2,2,2,2,2,2,2,3,2,2,3,2,1,60,2,2,6,0,0,1800,0,616201,판매방법 자동 전산 시스템 발달 없다 복권 개인사업 없다 없다,문
61,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,3,1,0,3,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,4,6,2,2,3,3,2,3,2,2,3,3,2,2,3,3,2,2,3,3,7,1,1,1,1,4,4,2,3,3,3,3,3,3,3,0,0,3,3,4,4,3,3,3,3,2,3,1,3,4,3,3,3,5,4,5,3,50,2,2,1,2,2,2,2,2,3,3,3,3,4,3,1,42,2,2,5,0,0,4000,0,531701,바리스타 자격증 로스팅 기술교육 휴게 음식 점등 없다 로스팅 기계 요리사 커피숍 운영,전기
62,2,1,1,0,2,3,1,0,1,0,2,2,2,3,2,3,2,3,2,1,1,0,2,1,1,0,1,0,2,3,2,2,1,0,1,0,2,3,1,0,1,0,1,0,1,0,3,3,1,0,2,3,2,1,2,2,1,0,1,0,2,1,1,0,2,2,2,2,1,0,2,2,2,1,1,0,1,0,1,0,1,0,3,1,2,2,2,0,2,4,3,2,3,2,3,2,2,2,3,4,4,2,3,2,3,2,2,2,2,3,3,2,4,2,3,2,3,1,2,50,1,1,1,2,2,1,2,1,3,3,3,3,3,4,1,48,4,1,1,1,4500,0,2700,872301,기계화 자동화 없다 컴퓨터 없다 없다 없다,축산
63,4,5,3,4,3,5,3,3,4,6,4,5,2,4,3,5,2,4,4,4,4,5,3,4,5,3,2,4,3,5,4,3,3,4,4,4,3,2,2,3,3,4,4,4,4,5,4,4,4,4,4,5,3,3,5,6,3,4,4,5,3,4,4,5,3,4,3,4,3,4,4,6,2,4,4,4,3,5,3,3,4,4,9,1,1,1,2,0,5,1,4,3,2,5,5,5,4,5,4,5,5,4,4,2,5,5,4,4,3,3,3,3,3,2,2,4,2,2,4,20,1,1,1,1,1,2,2,2,4,4,4,4,4,2,2,56,2,2,5,0,0,1800,0,531201,한식조리사 생기 식당 셰프 저울 도마 가정주부 없다 없다,인문계
64,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,1,0,3,3,1,0,3,5,1,0,1,0,1,0,4,4,3,6,4,4,1,0,4,4,3,6,4,6,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,1,4,2,1,3,3,2,2,2,2,4,4,2,4,3,4,4,4,3,2,3,4,4,4,4,3,4,2,2,4,2,2,2,3,2,2,5,1,2,1,2,2,2,2,2,4,4,3,4,2,4,1,46,2,1,1,1,3400,0,2000,882201,펄프 종이제조장치 조작원 제지 산업 수출 둔화 없다 목기 택시기사 없다 없다,실업계
65,4,5,4,4,3,6,2,3,3,3,4,6,4,6,3,6,4,5,3,5,4,4,3,5,4,5,4,6,5,5,4,6,3,5,4,5,2,1,3,5,4,5,4,5,4,4,5,6,5,6,4,6,3,5,3,5,4,4,4,6,5,5,4,6,3,5,4,5,3,5,1,0,5,5,4,6,3,5,4,6,3,5,8,1,6,2,1,3,5,4,5,4,4,4,5,3,4,3,4,5,4,4,5,2,3,3,4,3,4,2,5,4,3,2,4,2,4,4,4,30,2,1,1,1,1,1,1,1,4,5,4,5,2,2,2,30,4,1,1,1,3000,0,2200,522101,서비스 교육과 안전훈련 메이크업 교육 전산 자동화 인원 감축 스튜어디스 볼펜 카드 없다 없다 없다,항공비서
66,3,5,3,5,3,5,3,5,4,6,2,3,3,4,4,4,4,5,4,5,3,5,3,5,4,5,3,5,3,4,4,5,3,5,3,4,4,4,3,4,3,5,4,4,3,5,4,4,3,5,3,5,3,4,3,4,4,4,3,5,4,5,3,4,4,4,4,4,3,5,3,5,4,4,4,5,3,6,4,5,3,5,8,1,4,2,1,1,4,5,4,3,4,4,4,3,3,4,3,4,4,2,2,3,4,3,3,3,3,3,2,4,4,3,4,3,2,2,3,15,2,1,2,2,1,1,2,2,3,3,4,3,3,3,1,46,4,1,1,1,6000,0,2700,28203,일정기간의 현장에서 배우는 교육 항공기 이용 없다 컴퓨터 없다 없다 없다,경영행정학
67,2,3,5,5,4,5,2,4,2,3,2,3,1,0,1,0,1,0,1,0,1,0,2,3,2,3,2,3,3,4,5,5,5,5,2,3,1,0,2,3,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,19,4,1,2,2,0,4,1,3,2,2,3,4,2,2,0,0,0,3,3,3,4,2,2,2,2,2,1,1,2,2,2,2,3,2,3,1,10,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1,67,2,2,6,0,0,6000,0,901501,수요 조경사 화물차 포크레인 건설기능원 없다 없다,기계
68,3,4,4,5,2,3,4,5,3,4,1,0,1,0,2,2,1,0,1,0,4,5,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,4,5,1,0,2,2,1,0,2,2,2,3,2,3,1,0,1,0,1,0,1,0,3,4,3,4,1,0,2,3,3,4,3,4,1,0,1,0,1,0,6,1,6,1,1,4,6,5,4,4,4,4,4,2,3,3,4,4,3,4,3,2,4,3,4,3,3,2,1,4,2,1,4,3,3,2,5,30,2,2,2,2,2,2,2,2,4,3,4,3,3,2,1,39,4,1,1,1,4300,0,3000,151101,건축기사 기계 설계 문제점 도출 현장 맞춤 설계 없다 설계 캐드 프로그램 없다 없다,기계공학
69,3,3,3,3,3,4,3,3,3,4,2,3,2,2,1,0,1,0,1,0,1,0,2,2,1,0,2,2,2,2,1,0,3,4,3,3,1,0,3,4,1,0,3,3,4,5,3,4,1,0,3,3,1,0,2,2,1,0,1,0,1,0,1,0,1,0,2,2,2,2,1,0,2,2,1,0,1,0,1,0,1,0,3,1,4,1,1,4,2,2,3,3,2,3,3,2,3,3,2,4,3,3,3,4,3,3,2,2,3,4,2,2,4,3,3,2,3,2,2,30,1,1,1,2,2,2,2,2,3,3,2,4,2,3,1,26,2,1,1,1,2300,0,2200,835201,산업기사 전기기능사 자동제어 전자기기 관련 교육 기계로 자동화 성형원 축전기 조기 없다 없다 없다,전기
70,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,5,3,5,2,3,1,0,2,3,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,3,2,1,4,1,2,2,0,7,1,2,2,1,4,3,1,3,0,0,0,3,3,3,3,3,3,2,2,5,1,2,2,3,4,3,2,2,3,6,15,2,2,2,2,2,2,2,2,4,4,2,2,1,2,2,54,1,2,6,0,0,4000,0,901201,현재 고령화 기피 일자리 감소 예상 농부 기계 경운기 주부 없다,0
71,3,4,2,2,2,2,1,0,1,0,2,2,3,4,3,4,3,4,3,4,5,6,3,4,3,5,4,5,4,6,3,5,1,0,1,0,2,2,1,0,1,0,1,0,1,0,3,4,2,3,4,5,3,4,4,4,3,2,3,3,3,4,4,5,2,2,3,3,2,3,1,0,2,2,2,2,3,4,1,0,1,0,18,4,1,2,2,0,7,5,4,4,4,4,4,4,3,0,0,0,4,3,3,2,4,4,2,2,4,4,4,4,2,3,4,2,3,2,4,30,2,2,2,2,2,2,2,2,3,3,4,4,3,3,2,44,4,2,6,0,0,3000,0,414602,생계 유지 어려움 없다 악보 없다 없다 없다,음악학
72,3,2,2,4,1,0,1,0,1,0,1,0,3,2,3,2,3,2,2,2,1,0,3,2,2,3,1,0,3,4,1,0,2,1,1,0,3,4,1,0,2,1,1,0,1,0,3,4,2,2,2,2,2,2,2,2,2,2,3,4,1,0,1,0,2,1,2,3,2,3,2,3,1,0,1,0,1,0,1,0,1,0,3,1,2,2,2,0,7,4,4,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,2,3,5,5,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,28,4,1,1,1,2800,0,2500,872301,식품 관심 증가 계속 없다 컴퓨터 엑셀 없다 없다 모름,식품가공
73,2,4,4,5,2,4,3,5,2,4,4,5,2,5,3,4,3,3,3,5,4,4,4,5,4,4,3,3,3,4,4,5,4,6,4,5,2,3,3,3,4,5,3,4,2,4,4,4,2,4,2,4,2,4,3,5,3,4,2,4,4,4,3,5,2,4,2,3,2,4,3,4,2,3,3,3,3,3,3,4,2,2,3,1,2,2,2,0,4,2,2,1,1,3,3,4,3,4,4,4,4,2,2,4,2,2,2,2,2,3,1,3,4,4,3,2,3,2,4,50,2,1,1,1,2,2,2,2,3,3,3,3,2,3,1,28,4,1,1,1,2300,0,1600,852101,자동화 설비 기계로 없다 장갑 무직 없다 없다,디자인
