idx,cq1,cq2,cq3,cq4,cq5,cq6,cq7,cq8,cq9,cq10,cq11,cq12,cq13,cq14,cq15,cq16,cq17,cq18,cq19,cq20,cq21,cq22,cq23,cq24,cq25,cq26,cq27,cq28,cq29,cq30,cq31,cq32,cq33,cq34,cq35,cq36,cq37,cq38,cq39,cq40,cq41,cq42,cq43,cq44,cq45,cq46,cq47,cq48,cq49,cq50_1,cq50_2,cq50_3,cq50_4,cq50_5,cq50_6,cq50_7,cq50_8,iq1,iq2,iq3,iq4,iq5,iq6,bq1,bq2,bq3,bq4,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15,bq16,bq17,bq18,bq19,bq20,bq21,bq25,bq25_1,bq26_1,bq26_1a,bq26_2,bq26_2a,bq26_3,bq26_3a,bq26_4,bq26_4a,bq27,bq28,bq34,bq35,bq36,bq37,bq38,bq38_1,bq38_2,bq39,bq40,bq41_1,bq41_2,bq41_3,knowcode,text_response,sim_job,bef_job,able_job,major,description,bq22,bq23,bq24,bq6_mark,bq12_2_mark,bq12_3_mark,bq12_4_mark
9522,5,3,5,5,5,5,3,4,4,4,4,4,3,5,4,4,3,1,4,1,1,1,1,1,1,1,1,1,4,2,2,3,4,4,3,3,3,2,5,1,5,3,5,2,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,3,13,1,2,1.0,2,0.0,3,4,2,1,1,2,3,4,2.0,3,4,3,3,1,1,1,1,3,1,3,3,95.0,1,2,1.0,1,1.0,1,1.0,1,1.0,1,2,3.0,2.0,1.0,33.0,4.0,1.0,1,0,0,45.0,2400,2100,0,140601,지적자격증 변화 측량기계,직함,0,0,측지정보,지적 및 측량기술자 지적 및 측량기술자,3.0,1.0,1,0,0,0,0
9523,4,3,5,4,3,5,4,4,5,4,4,3,2,4,4,5,5,4,2,3,3,3,3,3,2,2,2,2,2,4,2,2,3,3,2,2,2,2,4,3,5,3,4,5,4,3,3,2,4,2,2,2,3,2,2,2,1,3,4,5,4,4,3,18,4,5,2.0,1,2.0,5,4,5,4,4,3,3,4,2.0,4,4,4,4,3,2,2,2,3,1,2,4,0.0,2,0,1.0,2,1.0,2,1.0,2,1.0,2,2,2.0,2.0,1.0,47.0,5.0,2.0,0,6,0,30.0,0,0,3000,416204,사람을 대하고 적응하고 친화될수있는 훈련필요 수요 자리 스피커 오디오 없음,0,학생,없음,공연예술학과,개그맨 및 코미디언 개그맨 및 코미디언,3.0,1.0,1,0,0,0,0
9524,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,2,2,1,1,1,1,1,5,1,2,5,2,5,1,3,4,4,3,4,4,5,4,1,1,4,1,2,1,3,1,3,3,1,1,1,1,3,3,1,3,2,4,13,1,4,1.0,1,4.0,5,6,4,3,1,4,4,3,4.0,4,3,3,3,2,1,3,2,3,1,2,4,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,3.0,2.0,1.0,38.0,4.0,1.0,3,0,1,49.0,5000,2400,0,155305,소음진동기사 법령이해 그냥 느낌 건축 인간 것이므 CAD 한글,0,학생,0,건축학,소음진동 기술자 및 연구원 소음진동 기술자 및 연구원,1.0,4.0,2,0,0,0,0
9525,5,2,3,3,5,5,2,5,3,1,1,1,2,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,2,1,4,1,1,4,1,2,1,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,3,2,2,4,3,7,4,1,1.0,2,0.0,2,5,4,4,4,4,4,4,4.0,0,0,4,3,3,1,4,1,3,3,1,2,0.0,1,2,2.0,0,2.0,0,1.0,1,1.0,1,2,2.0,2.0,1.0,47.0,4.0,2.0,0,6,0,45.0,0,0,7000,303001,약사 자격증 인터넷 구입 처방전 의약품,0,0,0,약대,약사 약사,2.0,5.0,5,0,0,0,0
9526,5,3,3,3,3,2,2,4,4,5,5,3,4,4,1,1,4,2,1,1,1,1,1,4,1,1,1,4,2,4,2,4,2,4,1,4,4,5,5,2,4,4,4,2,1,1,1,1,1,1,2,2,1,1,1,1,1,4,2,1,4,2,2,17,4,2,1.0,1,4.0,2,6,5,5,4,5,5,4,4.0,0,0,5,5,3,1,1,1,3,3,3,4,0.0,1,2,1.0,1,1.0,1,1.0,1,1.0,1,2,2.0,4.0,2.0,47.0,4.0,2.0,0,5,0,35.0,0,0,10000,301301,한의사자격증 한의사 전문의 약칭관련 조작 추나관련 교육 한의원 신규 개원 추세 OK차트 없다,한의사,없다,없다,한의학,한의사 한의사,2.0,5.0,1,0,0,0,0
9527,3,1,4,1,1,3,3,3,2,2,1,3,2,3,5,1,4,1,5,1,1,1,1,1,1,1,1,2,4,2,2,1,4,5,5,4,4,2,4,1,3,2,4,3,2,1,3,1,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,2.0,2,0.0,5,1,2,2,2,2,2,2,3.0,0,0,0,3,3,2,4,1,3,3,3,4,0.0,1,2,2.0,0,2.0,0,2.0,0,2.0,0,2,2.0,5.0,1.0,53.0,2.0,2.0,0,6,0,70.0,0,0,5000,904101,수익 노동 부족 조세 말장발 빼는 기계 살대,석화 양식,철골시공,0,인문계,양식원 양식원,2.0,5.0,5,0,0,0,0
9528,4,2,5,4,4,5,4,4,4,4,4,4,4,5,1,1,3,4,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,4,3,3,2,1,1,4,3,3,3,2,3,1,1,1,2,3,1,1,1,1,1,1,1,3,1,1,2,2,3,13,2,3,1.0,1,2.0,3,5,4,4,3,3,4,2,3.0,3,4,4,4,3,1,1,1,1,1,1,4,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,3.0,2.0,2.0,51.0,4.0,1.0,1,0,1,52.0,8000,3300,0,140601,지적기사 지적산업기사 기술사 현장실무교육 전산업무 정체 gps 토탈프로그램,측량 기사,0,민간연구소,지적학,지적 및 측량기술자 지적 및 측량기술자,1.0,1.0,1,1,0,0,0
9529,5,1,3,2,4,3,2,4,3,2,2,3,2,5,1,1,4,1,1,3,1,1,1,1,1,1,1,1,3,3,2,5,1,2,1,5,4,2,5,2,4,4,5,4,1,1,1,1,4,1,1,1,1,1,1,1,1,3,2,1,4,3,3,7,4,1,1.0,1,1.0,6,5,5,5,4,5,4,4,3.0,0,0,4,4,2,2,4,1,3,3,3,1,0.0,3,0,2.0,0,2.0,0,2.0,0,2.0,0,2,3.0,2.0,1.0,51.0,4.0,2.0,0,5,0,60.0,0,0,7500,303001,보건복지 약사면허 약의 성분이나 효능에 대한 이해 고용 대한 퇴직 미리 변화 고객처방전 없음,0,없음,"약처방,생산,품질관리",약학과,약사 약사,2.0,3.0,4,0,0,0,0
9530,5,3,5,5,5,5,4,3,5,3,4,4,4,5,4,1,3,4,4,3,3,1,1,1,2,4,4,1,5,1,2,1,1,3,4,3,4,3,2,2,4,2,3,2,2,3,1,1,3,1,3,1,1,1,1,1,1,3,4,3,4,5,4,3,1,4,2.0,1,6.0,6,5,4,3,3,3,4,3,4.0,4,3,4,4,1,1,1,2,1,1,2,2,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,1.0,3.0,1.0,39.0,5.0,1.0,1,0,1,40.0,8000,4000,0,154101,화학공학 각종설계 code 자동화 인력 감소 예상 엑셀 파워포인트,0,첫직장임,0,화학공학,석유화학공학기술자 및 연구원 석유화학공학기술자,1.0,1.0,1,0,0,0,0
9531,3,3,4,3,3,4,3,3,3,3,3,3,3,4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,4,2,2,4,1,4,1,4,4,4,4,3,4,4,4,3,4,3,3,2,2,1,2,2,2,1,1,1,1,4,2,4,2,3,3,10,1,2,2.0,1,3.0,5,4,4,3,2,3,4,2,3.0,0,4,4,4,3,1,4,1,3,2,1,2,100.0,1,2,1.0,1,1.0,1,1.0,1,1.0,2,2,3.0,4.0,1.0,37.0,4.0,1.0,1,0,1,40.0,4000,2400,0,133204,기초컴퓨터 언어 사용법 게임 요구 수요 증가 윈도우 포토샵 없다,0,없다,그래픽 디자이너,컴퓨터공학,게임프로그래머 게임 프로그래머,1.0,1.0,1,0,0,0,0
9532,5,1,5,4,1,4,4,1,3,2,2,1,1,5,5,1,3,4,3,1,1,2,3,1,1,1,1,3,2,2,2,3,3,4,5,3,3,3,4,4,3,4,4,1,1,3,1,1,4,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,2,2.0,1,3.0,6,2,3,5,5,5,5,5,5.0,2,4,4,4,3,1,1,1,3,1,1,4,90.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,3.0,1.0,41.0,2.0,1.0,1,0,1,52.0,6000,3800,0,873201,분쇄 혼합하는 기계 조작법 산업 자동화 프로그램,0,0,0,전자,제분·도정 기계 조작원 제분·도정 기계 조작원,1.0,1.0,1,0,0,0,0
9533,5,2,3,5,4,5,4,1,3,1,1,4,4,5,1,1,3,3,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,2,1,1,1,1,3,2,4,4,4,1,1,2,1,2,1,1,3,2,1,1,1,1,1,3,4,4,3,1,2,13,2,5,2.0,2,0.0,3,7,4,3,2,4,4,4,4.0,2,2,4,2,3,1,4,1,3,1,1,2,100.0,1,2,1.0,2,1.0,3,1.0,3,1.0,1,2,1.0,4.0,1.0,37.0,6.0,1.0,3,0,2,45.0,5000,3000,0,121101,학문 연구 사람 PC 프로그래밍 언어 리눅스,박사 연구원,0,"컨설턴트, IT종사자",물리학,물리학연구원 물리학연구원,1.0,1.0,2,1,0,0,0
9534,5,1,1,1,1,5,4,4,3,1,1,2,4,5,1,1,4,1,1,1,1,1,1,1,1,1,3,5,1,5,2,3,1,5,1,3,2,1,1,3,3,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,4,4,2,9,1,2,2.0,1,1.0,1,2,3,2,2,2,2,2,3.0,2,3,3,3,2,1,2,2,2,1,1,4,85.0,1,2,1.0,2,1.0,2,1.0,2,1.0,3,2,3.0,2.0,1.0,27.0,3.0,1.0,3,0,0,48.0,2200,1700,0,532101,실무 훈련 음식 포장법 조리 상태 확인 사람 부분 포스기,0,서빙,0,정보통신학,패스트푸드 준비원 패스트푸드 준비원,1.0,1.0,2,0,0,0,0
9535,3,1,4,3,1,2,2,2,2,2,2,2,2,5,1,1,3,1,2,1,5,5,5,1,1,5,5,5,3,3,2,3,2,4,5,3,3,3,2,3,3,3,2,1,3,3,1,1,3,1,1,1,1,1,1,1,1,3,3,1,2,1,1,3,4,2,2.0,1,1.0,3,2,2,2,2,4,2,1,3.0,3,4,4,4,1,1,1,2,1,1,1,5,90.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,1.0,2.0,1.0,37.0,2.0,1.0,1,0,1,48.0,3400,2100,0,825201,기계익힘 작동법등 완전 자동화 시스템 운영 랜치 장갑,0,0,0,이과,도금·금속분무기 조작원 도금·금속분무기 조작원,1.0,1.0,1,1,0,0,0
9536,5,3,5,5,4,5,5,5,5,3,3,5,4,5,5,5,4,5,4,3,3,4,3,3,1,2,2,2,5,2,1,1,1,2,3,2,3,4,3,2,4,4,3,1,2,5,1,1,5,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,2,1.0,1,1.0,1,4,3,3,3,3,3,3,2.0,3,3,3,3,1,1,1,2,1,1,2,3,80.0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,1,2.0,3.0,1.0,49.0,3.0,1.0,1,0,1,60.0,3600,1920,0,306301,치과기공사 기술훈련 기술 증가 케드캠 없음,0,없음,없음,치과기공학과,치과기공사 치과기공사,1.0,1.0,1,0,0,0,0
9537,3,1,3,4,4,3,3,4,3,2,3,3,2,3,3,1,1,3,3,2,1,1,1,1,2,2,1,3,2,4,1,2,2,4,1,3,3,3,2,1,2,2,2,2,1,3,1,1,3,1,1,1,1,1,1,1,1,4,3,3,4,4,3,10,1,3,1.0,2,0.0,2,2,3,3,3,3,4,3,3.0,3,3,3,3,2,2,1,1,2,2,1,4,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,3.0,1.0,43.0,3.0,1.0,1,0,1,52.0,4800,2500,0,136001,무선설비기사 통신 장비 자동화 인력 크게 변동 니퍼 드라이버 전동드릴 사다리,0,0,0,정보통신학,통신장비기사 통신장비기사,1.0,1.0,1,0,0,0,0
9538,4,2,4,3,3,4,4,4,3,4,3,3,3,5,4,1,3,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,4,1,4,3,3,3,2,4,4,4,4,2,3,1,1,1,2,2,2,2,1,1,2,1,5,4,4,3,3,2,15,2,6,1.0,1,6.0,6,5,4,3,3,4,4,3,3.0,3,3,4,3,2,1,4,1,2,1,2,1,80.0,1,2,2.0,0,1.0,2,2.0,0,3.0,0,2,3.0,1.0,1.0,48.0,4.0,1.0,1,0,1,40.0,7000,4600,0,16201,수질기사 환경기사 한국수자원 법정교육 변화 엑셀 파워포인트,0,없음,모름,전기공학,전기·가스·수도 관리자 전기·가스·수도 관리자,1.0,1.0,1,0,0,0,0
9539,5,4,4,4,4,4,4,5,4,5,4,3,3,5,4,1,2,2,2,2,2,1,1,1,1,1,1,2,4,2,2,2,2,4,1,4,4,4,5,2,4,1,4,2,1,4,1,1,3,2,2,2,1,1,1,1,1,5,4,2,4,2,4,15,2,6,2.0,2,0.0,6,5,4,4,4,4,5,4,4.0,4,0,4,4,2,1,4,1,3,1,3,3,100.0,1,2,2.0,0,1.0,2,2.0,0,3.0,0,2,3.0,2.0,1.0,54.0,5.0,1.0,1,0,1,44.0,9500,7200,0,11102,정부조직 크게 인원 상황 파워포인트 사내프로그램,0,진주부지사,0,행정학,행정부고위공무원 행정부고위공무원,1.0,1.0,5,0,0,0,0
9540,5,5,4,1,1,5,4,4,4,2,3,4,3,5,4,1,3,1,4,1,1,1,1,1,1,1,2,1,4,2,2,3,3,3,1,1,3,1,2,1,3,1,2,1,3,1,2,1,5,1,1,1,1,1,1,1,1,2,2,2,2,2,2,18,4,1,2.0,2,0.0,6,3,3,3,3,4,4,4,3.0,3,3,0,3,3,2,4,1,3,2,3,2,0.0,1,2,2.0,0,2.0,0,2.0,0,2.0,0,2,4.0,4.0,1.0,43.0,2.0,2.0,0,6,0,40.0,0,0,1500,884101,취미 생활 증가 물레,제주 옹기장 굴대,농사,0,인문,공예원 공예원,3.0,5.0,5,0,0,0,0
9541,5,1,4,3,2,5,4,4,3,1,3,3,2,3,4,1,5,1,5,1,3,2,1,2,1,2,2,3,2,3,3,3,2,4,1,2,2,3,2,1,3,3,2,2,1,2,2,1,4,1,1,1,1,1,1,1,1,1,2,3,2,3,1,14,1,2,1.0,2,0.0,3,2,3,3,3,2,3,2,3.0,3,3,4,3,2,1,1,2,1,1,1,4,100.0,1,1,1.0,2,1.0,2,1.0,2,1.0,2,2,4.0,3.0,1.0,31.0,4.0,1.0,1,0,1,44.0,2800,2400,0,541101,무도단증 운전면허증 안전 대한 부각 방어봉,0,0,0,경호학,경호원 경호원,1.0,1.0,1,1,0,0,0
9542,1,1,3,4,3,4,1,5,2,2,2,2,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,3,3,5,1,4,4,2,4,2,2,2,4,2,1,4,1,1,2,1,2,1,1,1,1,1,1,4,3,3,4,4,3,7,4,1,1.0,2,0.0,6,5,4,3,3,3,4,3,3.0,0,0,4,4,3,2,4,1,3,3,1,1,0.0,3,0,2.0,0,2.0,0,2.0,0,2.0,0,2,4.0,3.0,2.0,56.0,4.0,2.0,0,5,0,62.0,0,0,8500,303001,약사면허증 부분 진출 예상 처방전,0,0,0,약학,약사 약사,2.0,3.0,4,0,0,0,0
9543,4,3,4,1,1,4,4,4,4,3,3,3,1,5,1,1,4,4,2,1,4,4,3,1,1,1,5,1,2,3,3,2,3,3,5,5,3,2,2,3,4,3,2,2,3,5,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,3,3,1,2,2.0,1,2.0,3,1,3,2,2,3,4,3,3.0,3,4,4,4,1,2,1,2,1,1,1,4,100.0,1,2,1.0,1,1.0,2,1.0,2,1.0,1,2,2.0,3.0,1.0,50.0,2.0,1.0,1,0,1,50.0,6500,2800,0,823101,안전교육 자동화 단조 볼트 스크류 없음,기술자,없음,없음,기계과,단조원(단조기조작원) 단조원,1.0,1.0,5,0,0,0,0
9544,5,2,4,3,3,5,4,3,2,3,2,2,2,2,4,3,4,3,3,2,2,3,2,2,2,3,3,3,2,4,2,4,4,4,4,2,2,3,3,2,2,3,3,2,2,1,1,1,3,2,2,2,2,2,2,2,2,4,3,4,2,2,3,6,1,2,2.0,2,0.0,2,2,3,4,3,3,4,3,4.0,3,3,3,3,1,1,3,2,1,1,1,1,80.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,2.0,1.0,41.0,2.0,1.0,1,0,1,45.0,3500,2000,0,702502,자동화 설비 도면 유리 없음,0,없음,없음,상고,유리 부착원(유리공) 유리 부착원(유리공),1.0,1.0,1,0,0,0,0
9545,5,4,5,5,5,5,4,3,4,4,4,4,4,5,4,3,3,4,3,2,3,2,2,1,3,2,2,2,3,2,2,2,2,2,4,4,4,3,3,3,4,4,3,3,1,3,1,1,3,1,1,1,1,1,1,1,1,4,3,1,3,3,3,6,1,4,1.0,2,0.0,6,5,5,4,4,4,4,4,2.0,3,3,3,3,3,1,1,1,1,1,1,4,90.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,4.0,1.0,41.0,4.0,1.0,2,0,1,50.0,6500,3500,0,140304,토목분야 기사 토목분야 기술사 사회 기반시설 설치 유지 관리 직업 이변 사회 존재 일자리 생각 토목설계프로그램 오토캐드 _오피스프로그램 한글 워드 엑셀 파워포인트 없음,토목 감리 건설 사업 관리 기술자,건설회사,없음.,토목공학,토목감리 기술자 토목감리 기술자,1.0,1.0,2,0,0,0,0
9546,5,4,5,4,4,5,3,4,2,2,3,2,2,5,1,1,4,1,1,1,1,1,1,3,1,1,1,1,5,2,1,2,1,4,1,5,5,2,4,3,5,2,3,1,1,1,1,1,3,1,2,2,1,1,1,1,1,4,4,1,4,1,3,17,5,5,1.0,2,0.0,6,5,5,4,4,5,4,4,4.0,4,3,4,4,3,1,4,1,2,1,1,2,100.0,1,1,1.0,2,1.0,2,1.0,2,1.0,2,2,4.0,2.0,1.0,48.0,5.0,1.0,1,0,1,40.0,9500,5800,0,301109,방사선과 전문의 자격증 의사면허증 노령 증가 ray,0,0,0,의학,방사선과의사 방사선과의사,1.0,1.0,1,0,0,0,0
9547,4,1,2,1,1,4,4,4,4,1,3,1,1,5,3,5,3,5,1,1,1,1,4,1,1,4,5,5,2,3,3,4,4,4,4,4,3,2,2,2,3,4,2,3,2,1,1,1,2,1,1,1,1,2,1,1,1,4,5,5,3,4,3,3,1,2,2.0,2,0.0,2,2,3,4,3,4,5,4,3.0,4,3,3,3,1,1,1,1,1,1,1,5,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,1,2.0,4.0,1.0,30.0,2.0,1.0,1,0,1,40.0,2000,1500,0,883201,자동화 시스템 인력 목재 재료 기계 드릴 드라이버,기능사,0,0,기계공학,가구 조립원 가구조립 및 검사원,1.0,1.0,1,0,0,0,0
9548,5,1,4,1,1,5,3,5,3,5,5,1,1,5,1,1,2,1,1,1,1,1,1,5,1,1,1,1,5,2,1,1,1,3,1,5,5,4,5,1,1,3,5,2,1,1,1,1,4,1,1,1,1,1,1,1,1,2,3,1,5,3,3,17,4,1,1.0,2,0.0,3,5,5,5,5,5,5,3,4.0,0,0,4,4,1,1,1,1,1,1,1,3,0.0,1,2,2.0,0,2.0,0,2.0,0,2.0,0,2,3.0,1.0,1.0,51.0,4.0,2.0,0,5,0,44.0,0,0,9200,301301,한의사 한의사 전문의 차이 차트,0,0,0,한의학,한의사 한의사,2.0,5.0,5,1,0,0,0
9549,4,3,4,4,3,2,3,3,2,3,2,2,2,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,2,1,2,3,3,3,2,2,3,2,2,1,3,1,2,4,3,1,1,1,1,1,1,1,4,3,3,4,4,3,7,1,2,2.0,2,0.0,1,3,3,3,2,4,3,3,3.0,2,2,3,3,1,1,1,2,1,1,2,3,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,3.0,3.0,2.0,36.0,3.0,1.0,1,0,1,48.0,2400,1900,0,615301,일자리 감소 일러스트레이터 포토샵 엑셀,0,학생,자영업,무역학,온라인 판매원 온라인 판매원,1.0,1.0,1,0,0,0,0
9550,5,1,5,4,4,5,5,5,5,3,3,4,5,5,4,4,5,3,3,1,1,1,1,1,1,1,1,1,4,2,2,1,1,5,1,2,3,3,2,2,3,3,3,3,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,15,2,2,2.0,1,3.0,3,2,2,2,2,2,2,3,4.0,4,4,4,4,1,1,1,2,1,2,1,3,80.0,1,2,2.0,0,1.0,2,2.0,0,2.0,0,2,3.0,4.0,1.0,29.0,2.0,1.0,1,0,1,45.0,3000,2000,0,25101,실무 기계화 직업 컴퓨터 계산기 없음,0,없음,없음,문과,조세행정 사무원 조세행정 사무원,1.0,1.0,1,1,0,0,0
9551,5,2,5,5,2,5,4,4,4,3,4,4,3,4,3,3,3,2,2,1,2,1,1,1,1,1,2,1,4,2,1,1,1,2,1,2,3,2,3,3,4,3,3,3,1,2,1,1,2,1,1,2,1,1,1,1,1,3,4,4,4,2,1,3,1,5,2.0,1,3.0,5,4,4,3,3,4,4,3,3.0,3,3,4,3,1,1,1,2,1,1,2,2,100.0,1,2,1.0,1,1.0,1,1.0,1,3.0,0,1,2.0,3.0,1.0,39.0,4.0,1.0,1,0,1,52.0,6000,3900,0,415101,디자인프로세스 실물샘플제작방법 구조적인이해 소비자분석 제품개발에 연관된 모든 내용숙지 인구 감소 감소 3D맥스 캐드 포토샵 PPT 엑셀 없다,0,없다,없다,실내디자인과,제품 디자이너 제품 디자이너,1.0,1.0,6,0,0,0,0
9552,5,1,1,1,1,5,2,5,3,2,2,4,3,1,5,1,4,5,5,4,5,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,3,5,1,2,1,5,2,1,1,2,1,5,1,1,1,1,1,1,1,1,4,3,2,4,4,3,7,4,1,2.0,2,0.0,5,2,4,2,2,4,3,1,2.0,2,2,0,2,3,2,4,1,3,3,3,5,0.0,1,2,2.0,0,2.0,0,2.0,0,2.0,0,2,3.0,3.0,2.0,83.0,1.0,2.0,0,7,0,90.0,0,0,1200,615501,나라 노점 저울 비닐봉지,노점 상회,주부,자영업도소매,0,노점 및 이동 판매원 노점 및 이동 판매원,3.0,5.0,1,0,0,0,0
9553,5,1,1,1,1,5,5,4,4,4,4,3,3,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,5,1,4,2,5,1,3,3,4,4,1,3,4,4,3,1,5,1,1,3,1,1,1,1,1,1,1,1,4,5,4,5,4,1,9,1,2,1.0,1,3.0,3,2,2,2,2,4,4,1,3.0,3,3,4,3,1,2,1,1,1,1,1,5,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,4.0,2.0,1.0,36.0,3.0,1.0,1,0,1,60.0,7422,4035,0,531601,조주기능사 칵테일제조 한잔 문화 발전 과일 없음,0,웨이터,없음,자동차정비,바텐터(조주사) 바텐터(조주사),3.0,5.0,5,1,0,0,0
9554,4,2,4,5,5,5,5,5,5,1,2,2,2,5,2,1,3,1,1,1,1,1,1,1,1,1,2,2,5,1,1,1,1,4,1,4,3,2,1,3,4,3,3,4,1,3,1,1,1,1,1,1,1,1,1,2,1,2,2,4,1,2,1,3,1,5,2.0,1,3.0,4,5,4,4,4,4,4,4,3.0,2,4,5,4,1,2,1,2,1,1,2,2,98.0,1,2,1.0,1,1.0,1,1.0,1,3.0,0,2,3.0,4.0,2.0,26.0,4.0,1.0,1,0,1,48.0,3500,3400,0,415101,사내프로그램다루기 인간 감각 요구 이기 때문 오토캐드 라이노 3D맥스 스케치업 키샷 포토샵 일러스트 공간디자이너,0,없다,가구MD,금속조형디자인과,제품 디자이너 제품 디자이너,3.0,1.0,1,0,0,0,0
9555,4,3,5,5,4,5,4,3,4,3,3,2,2,4,4,3,3,1,1,1,2,2,1,1,1,1,2,2,4,2,2,1,1,2,2,4,3,3,2,1,2,2,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,4,4,3,3,3,3,4,1,2,1.0,2,0.0,3,4,4,3,3,4,4,4,4.0,3,4,4,4,1,1,1,1,1,1,1,1,70.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,2.0,1.0,45.0,4.0,1.0,1,0,1,40.0,4500,2500,0,153104,전기전자 취직 전기도구 드릴 전선,0,0,0,전기전자,송·배전설비 기술자 송·배전설비 기술자,1.0,1.0,1,1,0,0,0
9556,5,4,5,5,5,5,3,5,3,2,3,3,3,5,5,5,3,5,4,1,4,3,4,4,1,3,3,2,3,2,3,4,1,4,3,3,4,4,2,3,3,3,3,1,3,3,1,1,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,16,5,5,1.0,1,1.0,6,5,4,3,3,5,5,3,2.0,2,5,5,4,1,1,1,1,1,1,1,3,50.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,1.0,5.0,1.0,39.0,4.0,1.0,1,0,1,60.0,4500,3000,0,814001,보일러 방화관리 가스 가스교육 자동화 시스템 발전 무인 기술직 CAD 없음,0,없음,동종업계 (관리자),응급구조학,냉·난방 설비 조작원 냉·난방 설비 조작원,1.0,5.0,5,0,0,0,0
9557,5,1,5,2,5,5,4,4,4,3,3,4,5,5,3,1,4,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,3,1,4,3,3,3,4,4,4,4,3,3,5,1,1,4,1,1,1,1,1,1,1,1,4,4,2,4,4,4,15,2,4,1.0,1,3.0,3,2,4,3,3,4,4,3,3.0,3,3,3,3,3,1,1,1,1,1,1,3,100.0,1,2,1.0,2,1.0,2,2.0,0,1.0,1,2,4.0,3.0,1.0,53.0,4.0,1.0,1,0,1,48.0,7000,6000,0,25101,회계실무 세법관련 실무교육 경제활동 다변 더존,0,0,세무사,물리,조세행정 사무원 조세행정 사무원,1.0,1.0,2,1,0,0,0
9558,5,1,3,1,1,3,2,2,1,4,4,3,2,2,5,4,3,1,3,2,2,2,2,1,1,1,2,2,2,4,2,2,4,3,5,4,4,3,2,2,3,1,2,1,2,2,3,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,4,1,2.0,2,0.0,6,1,3,3,3,4,3,3,4.0,0,0,0,4,3,1,4,2,3,3,3,4,0.0,1,2,2.0,0,2.0,0,2.0,0,2.0,0,2,3.0,2.0,1.0,78.0,1.0,2.0,0,6,0,30.0,0,0,3000,904101,증가 반면 만큼 수입 때문 시점 유지 부포,0,농업,"어업,어장,양식장",0,양식원 양식원,2.0,3.0,5,0,0,0,0
9559,5,3,3,3,4,5,4,4,5,5,4,4,4,5,1,1,4,1,1,1,1,1,1,2,1,1,1,1,5,1,2,3,1,3,1,4,4,4,4,4,5,4,4,5,4,5,3,1,1,1,1,1,2,1,1,2,1,4,4,2,5,5,4,17,2,5,1.0,2,0.0,6,7,5,5,5,5,5,4,5.0,5,5,5,5,3,1,2,1,1,1,1,4,80.0,1,1,1.0,2,1.0,2,1.0,2,1.0,1,2,4.0,4.0,2.0,48.0,6.0,1.0,1,0,1,48.0,11000,7000,0,301107,의사면허증 정신과 전문의 스트레스 정신 우울증 치료 컴퓨터 사물인터넷 3d프린터,박사,0,0,의과,정신과의사 정신과의사,1.0,1.0,1,0,0,0,0
